Q3SZC4	Q3SZC4.1	CGI_10018455	5e-43
Q3SZE2	Q3SZE2.1	CGI_10008941	4e-41
Q3SZF2	Q3SZF2.3	CGI_10020174	8e-81
Q3SZH6	Q3SZH6.1	CGI_10027520	0.0
Q3SZH7	Q3SZH7.3	CGI_10023634	4e-178
Q3SZI0	Q3SZI0.3	CGI_10016648	6e-135
Q3SZJ4	Q3SZJ4.1	CGI_10010805	1e-98
Q3SZJ4	Q3SZJ4.1	CGI_10014073	6e-94
Q3SZJ4	Q3SZJ4.1	CGI_10027635	2e-79
Q3SZL5	Q3SZL5.3	CGI_10004851	1e-79
Q3SZM6	Q3SZM6.1	CGI_10003621	6e-17
Q3SZR9	Q3SZR9.1	CGI_10021703	9e-50
Q3SZU0	Q3SZU0.1	CGI_10025271	6e-21
Q3SZV2	Q3SZV2.1	CGI_10017339	6e-24
Q3SZW1	Q3SZW1.1	CGI_10014476	1e-75
Q3SZW1	Q3SZW1.1	CGI_10028660	5e-60
Q3SZZ7	Q3SZZ7.1	CGI_10002908	2e-10
Q3SZZ7	Q3SZZ7.1	CGI_10003176	1e-06
Q3SZZ7	Q3SZZ7.1	CGI_10007603	9e-35
Q3SZZ7	Q3SZZ7.1	CGI_10007604	3e-36
Q3SZZ7	Q3SZZ7.1	CGI_10009232	2e-54
Q3SZZ7	Q3SZZ7.1	CGI_10009600	7e-46
Q3SZZ7	Q3SZZ7.1	CGI_10014357	3e-49
Q3SZZ7	Q3SZZ7.1	CGI_10014490	9e-44
Q3SZZ7	Q3SZZ7.1	CGI_10016242	2e-37
Q3SZZ7	Q3SZZ7.1	CGI_10018449	2e-57
Q3SZZ7	Q3SZZ7.1	CGI_10019304	1e-19
Q3SZZ7	Q3SZZ7.1	CGI_10020018	4e-33
Q3T000	Q3T000.1	CGI_10005384	2e-62
Q3T042	Q3T042.1	CGI_10010752	1e-56
Q3T052	Q3T052.1	CGI_10015700	1e-117
Q3T075	Q3T075.1	CGI_10008489	3e-45
Q3T078	Q3T078.1	CGI_10020908	4e-44
Q3T094	Q3T094.1	CGI_10027775	9e-95
Q3T099	Q3T099.1	CGI_10014266	2e-19
Q3T0B6	Q3T0B6.1	CGI_10004885	2e-27
Q3T0C9	Q3T0C9.1	CGI_10017615	4e-24
Q3T0D6	Q3T0D6.1	CGI_10015451	2e-22
Q3T0D6	Q3T0D6.1	CGI_10023950	1e-57
Q3T0D8	Q3T0D8.1	CGI_10022195	9e-07
Q3T0E8	Q3T0E8.1	CGI_10028344	8e-30
Q3T0F5	Q3T0F5.1	CGI_10001648	5e-127
Q3T0F5	Q3T0F5.1	CGI_10003329	5e-127
Q3T0G1	Q3T0G1.1	CGI_10018138	2e-09
Q3T0G5	Q3T0G5.1	CGI_10003617	1e-25
Q3T0H0	Q3T0H0.1	CGI_10006997	1e-84
Q3T0J3	Q3T0J3.1	CGI_10006427	1e-37
Q3T0J9	Q3T0J9.1	CGI_10015344	1e-118
Q3T0K2	Q3T0K2.1	CGI_10004346	0.0
Q3T0L3	Q3T0L3.1	CGI_10014782	7e-14
Q3T0L7	Q3T0L7.3	CGI_10003829	5e-41
Q3T0M0	Q3T0M0.1	CGI_10016752	2e-118
Q3T0M7	Q3T0M7.1	CGI_10017494	5e-57
Q3T0P6	Q3T0P6.3	CGI_10019050	0.0
Q3T0Q3	Q3T0Q3.1	CGI_10024653	5e-155
Q3T0S0	Q3T0S0.1	CGI_10016433	4e-23
Q3T0S3	Q3T0S3.1	CGI_10021327	4e-08
Q3T0T5	Q3T0T5.3	CGI_10012191	5e-09
Q3T0V9	Q3T0V9.1	CGI_10017333	8e-157
Q3T0X7	Q3T0X7.2	CGI_10010232	2e-59
Q3T0Y3	Q3T0Y3.1	CGI_10004741	6e-42
Q3T0Y3	Q3T0Y3.1	CGI_10004746	2e-19
Q3T0Y3	Q3T0Y3.1	CGI_10025309	7e-38
Q3T0Z7	Q3T0Z7.1	CGI_10000494	3e-88
Q3T100	Q3T100.1	CGI_10024263	6e-37
Q3T102	Q3T102.1	CGI_10000684	6e-62
Q3T102	Q3T102.1	CGI_10021270	0.0
Q3T106	Q3T106.1	CGI_10014883	8e-16
Q3T106	Q3T106.1	CGI_10019174	3e-21
Q3T106	Q3T106.1	CGI_10022475	5e-25
Q3T106	Q3T106.1	CGI_10022476	2e-24
Q3T112	Q3T112.2	CGI_10020792	4e-44
Q3T127	Q3T127.1	CGI_10014701	2e-99
Q3T142	Q3T142.1	CGI_10018433	1e-42
Q3T168	Q3T168.1	CGI_10011554	1e-40
Q3T174	Q3T174.1	CGI_10023263	4e-57
Q3T178	Q3T178.1	CGI_10014658	2e-95
Q3T178	Q3T178.1	CGI_10014661	3e-99
Q3T197	Q3T197.1	CGI_10010875	1e-64
Q3T197	Q3T197.1	CGI_10019853	4e-66
Q3T8J9	Q3T8J9.1	CGI_10027459	2e-20
Q3T8J9	Q3T8J9.1	CGI_10027461	7e-54
Q3TBT3	Q3TBT3.2	CGI_10003079	1e-41
Q3TBT3	Q3TBT3.2	CGI_10012051	6e-27
Q3TCX3	Q3TCX3.1	CGI_10003779	3e-23
Q3TD49	Q3TD49.2	CGI_10025143	3e-40
Q3TDN0	Q3TDN0.2	CGI_10015732	5e-25
Q3TEA8	Q3TEA8.1	CGI_10028772	1e-24
Q3TEL6	Q3TEL6.2	CGI_10028226	4e-123
Q3TFK5	Q3TFK5.1	CGI_10010709	7e-22
Q3TI53	Q3TI53.1	CGI_10023443	2e-28
Q3TIX9	Q3TIX9.2	CGI_10014602	0.0
Q3TIX9	Q3TIX9.2	CGI_10016040	8e-130
Q3TJZ6	Q3TJZ6.1	CGI_10014836	3e-97
Q3TKT4	Q3TKT4.1	CGI_10014650	0.0
Q3TLH4	Q3TLH4.2	CGI_10000609	5e-08
Q3TLR7	Q3TLR7.2	CGI_10018097	6e-97
Q3TNH5	Q3TNH5.2	CGI_10003651	4e-86
Q3TPJ7	Q3TPJ7.1	CGI_10027975	2e-39
Q3TTI8	Q3TTI8.1	CGI_10012104	6e-18
Q3TTL0	Q3TTL0.1	CGI_10002654	8e-52
Q3TX08	Q3TX08.2	CGI_10006526	2e-173
Q3TX51	Q3TX51.1	CGI_10014871	1e-26
Q3TYE7	Q3TYE7.1	CGI_10027988	5e-51
Q3TZX8	Q3TZX8.1	CGI_10015634	8e-52
Q3TZZ7	Q3TZZ7.1	CGI_10009135	3e-87
Q3U0L2	Q3U0L2.1	CGI_10013235	5e-10
Q3U0Y2	Q3U0Y2.2	CGI_10002152	4e-06
Q3U0Y2	Q3U0Y2.2	CGI_10005318	9e-11
Q3U145	Q3U145.1	CGI_10011214	3e-50
Q3U1D0	Q3U1D0.2	CGI_10017208	7e-13
Q3U1T9	Q3U1T9.2	CGI_10000941	4e-126
Q3U1V8	Q3U1V8.2	CGI_10003652	0.0
Q3U2J5	Q3U2J5.1	CGI_10007822	2e-75
Q3U2U7	Q3U2U7.2	CGI_10007743	4e-66
Q3U381	Q3U381.1	CGI_10006815	7e-06
Q3U3N6	Q3U3N6.1	CGI_10020560	1e-29
Q3U3Q1	Q3U3Q1.1	CGI_10028454	1e-12
Q3U3V8	Q3U3V8.1	CGI_10011831	1e-48
Q3U481	Q3U481.1	CGI_10023834	3e-24
Q3U487	Q3U487.2	CGI_10028530	0.0
Q3U492	Q3U492.2	CGI_10028285	2e-10
Q3U4G3	Q3U4G3.2	CGI_10023243	2e-91
Q3U4H6	Q3U4H6.1	CGI_10016699	4e-70
Q3U5Q7	Q3U5Q7.2	CGI_10003693	4e-42
Q3U9N9	Q3U9N9.1	CGI_10008213	4e-23
Q3UCQ1	Q3UCQ1.3	CGI_10026255	8e-147
Q3UCV8	Q3UCV8.1	CGI_10012613	3e-58
Q3UDE2	Q3UDE2.1	CGI_10018658	0.0
Q3UES3	Q3UES3.2	CGI_10003263	2e-10
Q3UFB2	Q3UFB2.2	CGI_10011557	1e-43
Q3UFY0	Q3UFY0.1	CGI_10024701	5e-35
Q3UFY8	Q3UFY8.2	CGI_10001834	8e-14
Q3UGF1	Q3UGF1.1	CGI_10014212	2e-83
Q3UGF1	Q3UGF1.1	CGI_10015332	0.0
Q3UGF1	Q3UGF1.1	CGI_10015333	0.0
Q3UGF1	Q3UGF1.1	CGI_10015334	1e-25
Q3UGY8	Q3UGY8.1	CGI_10001410	5e-37
Q3UGY8	Q3UGY8.1	CGI_10004535	4e-25
Q3UHC2	Q3UHC2.1	CGI_10011648	8e-162
Q3UHD1	Q3UHD1.1	CGI_10007551	6e-23
Q3UHD1	Q3UHD1.1	CGI_10009909	2e-14
Q3UHK1	Q3UHK1.2	CGI_10018258	0.0
Q3UHK8	Q3UHK8.1	CGI_10028774	1e-45
Q3UHR0	Q3UHR0.2	CGI_10026785	3e-55
Q3UHX9	Q3UHX9.1	CGI_10020686	3e-134
Q3UI66	Q3UI66.1	CGI_10002805	1e-12
Q3UI66	Q3UI66.1	CGI_10017780	3e-11
Q3UIL6	Q3UIL6.2	CGI_10013082	3e-14
Q3UIR3	Q3UIR3.1	CGI_10002382	8e-60
Q3UIR3	Q3UIR3.1	CGI_10005362	4e-48
Q3UIR3	Q3UIR3.1	CGI_10006203	7e-60
Q3UIR3	Q3UIR3.1	CGI_10025470	1e-51
Q3UIR3	Q3UIR3.1	CGI_10025471	2e-46
Q3UIR3	Q3UIR3.1	CGI_10028026	2e-47
Q3UIW5	Q3UIW5.2	CGI_10001222	1e-54
Q3UJZ3	Q3UJZ3.2	CGI_10003982	7e-64
Q3UK37	Q3UK37.2	CGI_10020158	6e-29
Q3ULD5	Q3ULD5.1	CGI_10006586	0.0
Q3ULZ2	Q3ULZ2.3	CGI_10012193	8e-67
Q3UM45	Q3UM45.2	CGI_10015912	2e-11
Q3UMB9	Q3UMB9.2	CGI_10022115	3e-158
Q3UMM4	Q3UMM4.1	CGI_10010926	0.0
Q3UMR0	Q3UMR0.2	CGI_10013942	9e-25
Q3UMR5	Q3UMR5.2	CGI_10005386	2e-91
Q3UMZ3	Q3UMZ3.1	CGI_10007508	7e-71
Q3UN58	Q3UN58.2	CGI_10014992	5e-09
Q3UNX5	Q3UNX5.2	CGI_10011159	3e-127
Q3UP23	Q3UP23.2	CGI_10020868	2e-18
Q3UP23	Q3UP23.2	CGI_10020869	1e-23
Q3UP23	Q3UP23.2	CGI_10020904	7e-38
Q3UPC7	Q3UPC7.3	CGI_10020679	6e-71
Q3UPL0	Q3UPL0.2	CGI_10024811	0.0
Q3UPR9	Q3UPR9.1	CGI_10015203	5e-39
Q3UPW2	Q3UPW2.1	CGI_10019462	2e-44
Q3UQI9	Q3UQI9.1	CGI_10028449	2e-153
Q3UQN2	Q3UQN2.1	CGI_10025940	4e-153
Q3URD3	Q3URD3.2	CGI_10016706	1e-57
Q3URE1	Q3URE1.2	CGI_10011692	2e-144
Q3URE9	Q3URE9.1	CGI_10018263	3e-26
Q3URK1	Q3URK1.1	CGI_10015417	8e-06
Q3URQ7	Q3URQ7.1	CGI_10014726	6e-109
Q3URY6	Q3URY6.3	CGI_10024711	2e-145
Q3USH5	Q3USH5.2	CGI_10016784	1e-86
Q3USL1	Q3USL1.1	CGI_10005527	1e-29
Q3USW5	Q3USW5.1	CGI_10024817	3e-176
Q3UTQ8	Q3UTQ8.1	CGI_10010881	1e-121
Q3UTY6	Q3UTY6.2	CGI_10003711	4e-35
Q3UTY6	Q3UTY6.2	CGI_10014838	3e-115
Q3UTY6	Q3UTY6.2	CGI_10015927	3e-55
Q3UTY6	Q3UTY6.2	CGI_10021976	3e-70
Q3UVC0	Q3UVC0.2	CGI_10024469	1e-101
Q3UVG3	Q3UVG3.1	CGI_10025418	0.0
Q3UVR3	Q3UVR3.1	CGI_10001347	6e-64
Q3UVX5	Q3UVX5.2	CGI_10011668	9e-147
Q3UVX5	Q3UVX5.2	CGI_10015635	4e-39
Q3UW68	Q3UW68.1	CGI_10020962	6e-31
Q3UWZ0	Q3UWZ0.1	CGI_10011198	2e-09
Q3UXZ6	Q3UXZ6.2	CGI_10019632	2e-58
Q3UXZ6	Q3UXZ6.2	CGI_10019633	1e-31
Q3UY96	Q3UY96.2	CGI_10011755	3e-107
Q3UYG8	Q3UYG8.1	CGI_10023174	1e-09
Q3UZ01	Q3UZ01.2	CGI_10009839	5e-51
Q3UZY0	Q3UZY0.1	CGI_10018266	3e-14
Q3V080	Q3V080.1	CGI_10004906	3e-25
Q3V096	Q3V096.1	CGI_10023571	6e-167
Q3V0B4	Q3V0B4.1	CGI_10007069	0.0
Q3V1H9	Q3V1H9.1	CGI_10022742	3e-30
Q3V1T4	Q3V1T4.2	CGI_10021146	2e-60
Q3V2K1	Q3V2K1.1	CGI_10006638	3e-08
Q3V2K1	Q3V2K1.1	CGI_10008831	6e-11
Q3V3Q7	Q3V3Q7.2	CGI_10027863	8e-33
Q3V6T2	Q3V6T2.2	CGI_10007112	1e-10
Q3V6T2	Q3V6T2.2	CGI_10017099	0.0
Q3V6T2	Q3V6T2.2	CGI_10018503	1e-08
Q3Y4E2	Q3Y4E2.3	CGI_10024371	2e-09
Q3YBR2	Q3YBR2.1	CGI_10020595	1e-26
Q3YBR2	Q3YBR2.1	CGI_10022768	4e-12
Q3YK19	Q3YK19.1	CGI_10016327	0.0
Q3ZAV0	Q3ZAV0.1	CGI_10024676	2e-25
Q3ZBD7	Q3ZBD7.4	CGI_10007732	1e-163
Q3ZBD7	Q3ZBD7.4	CGI_10007733	0.0
Q3ZBE5	Q3ZBE5.2	CGI_10004666	1e-71
Q3ZBF0	Q3ZBF0.1	CGI_10008210	0.0
Q3ZBG4	Q3ZBG4.1	CGI_10019614	1e-22
Q3ZBG6	Q3ZBG6.1	CGI_10013521	5e-94
Q3ZBG9	Q3ZBG9.1	CGI_10012387	6e-58
Q3ZBH0	Q3ZBH0.3	CGI_10026913	0.0
Q3ZBH3	Q3ZBH3.1	CGI_10003317	7e-06
Q3ZBH3	Q3ZBH3.1	CGI_10027305	2e-17
Q3ZBK1	Q3ZBK1.1	CGI_10026224	4e-16
Q3ZBK2	Q3ZBK2.1	CGI_10022645	4e-24
Q3ZBL4	Q3ZBL4.1	CGI_10015125	2e-68
Q3ZBL5	Q3ZBL5.1	CGI_10016285	3e-45
Q3ZBL5	Q3ZBL5.1	CGI_10024491	3e-45
Q3ZBM4	Q3ZBM4.1	CGI_10019930	8e-13
Q3ZBN6	Q3ZBN6.1	CGI_10022727	2e-16
Q3ZBN6	Q3ZBN6.1	CGI_10022728	4e-13
Q3ZBT1	Q3ZBT1.1	CGI_10015152	0.0
Q3ZBT1	Q3ZBT1.1	CGI_10019942	0.0
Q3ZBT2	Q3ZBT2.1	CGI_10018377	3e-12
Q3ZBT2	Q3ZBT2.1	CGI_10018378	1e-70
Q3ZBV2	Q3ZBV2.1	CGI_10007399	0.0
Q3ZBV9	Q3ZBV9.1	CGI_10021297	1e-26
Q3ZBX6	Q3ZBX6.1	CGI_10008650	2e-51
Q3ZC48	Q3ZC48.1	CGI_10012741	1e-16
Q3ZC89	Q3ZC89.1	CGI_10016956	0.0
Q3ZCC9	Q3ZCC9.1	CGI_10012685	2e-154
Q3ZCD7	Q3ZCD7.1	CGI_10024580	3e-118
Q3ZCF6	Q3ZCF6.1	CGI_10006746	1e-53
Q3ZCF6	Q3ZCF6.1	CGI_10006747	3e-20
Q3ZCJ8	Q3ZCJ8.1	CGI_10016836	2e-07
Q3ZCX4	Q3ZCX4.2	CGI_10017118	1e-44
Q400C8	Q400C8.1	CGI_10021570	4e-21
Q40251	Q40251.1	CGI_10004827	4e-14
Q40588	Q40588.1	CGI_10008967	9e-47
Q40588	Q40588.1	CGI_10009565	5e-35
Q40588	Q40588.1	CGI_10012988	7e-47
Q40588	Q40588.1	CGI_10014281	4e-24
Q40588	Q40588.1	CGI_10017069	1e-46
Q40588	Q40588.1	CGI_10017377	5e-48
Q40588	Q40588.1	CGI_10020885	2e-42
Q40588	Q40588.1	CGI_10025860	6e-27
Q40784	Q40784.1	CGI_10016135	7e-44
Q43125	Q43125.2	CGI_10015692	4e-72
Q460N3	Q460N3.1	CGI_10008653	2e-28
Q460N3	Q460N3.1	CGI_10008658	8e-33
Q460N3	Q460N3.1	CGI_10008659	4e-32
Q460N3	Q460N3.1	CGI_10012360	3e-37
Q460N5	Q460N5.3	CGI_10001651	7e-13
Q460N5	Q460N5.3	CGI_10004645	2e-47
Q460N5	Q460N5.3	CGI_10008319	3e-39
Q460N5	Q460N5.3	CGI_10009489	2e-18
Q460N5	Q460N5.3	CGI_10009490	4e-15
Q460N5	Q460N5.3	CGI_10012482	2e-31
Q460N5	Q460N5.3	CGI_10012483	1e-37
Q460N5	Q460N5.3	CGI_10012563	6e-12
Q460N5	Q460N5.3	CGI_10013524	4e-13
Q460N5	Q460N5.3	CGI_10016055	4e-46
Q460N5	Q460N5.3	CGI_10016056	2e-08
Q460N5	Q460N5.3	CGI_10016209	1e-166
Q460N5	Q460N5.3	CGI_10023054	7e-15
Q460N5	Q460N5.3	CGI_10024492	9e-76
Q460N5	Q460N5.3	CGI_10024733	9e-50
Q460N5	Q460N5.3	CGI_10025472	2e-30
Q47944	Q47944.1	CGI_10020530	1e-36
Q494R4	Q494R4.2	CGI_10027246	1e-14
Q494W8	Q494W8.1	CGI_10011508	4e-21
Q495B1	Q495B1.2	CGI_10013391	3e-118
Q495C1	Q495C1.1	CGI_10028535	9e-18
Q495M3	Q495M3.1	CGI_10012622	1e-13
Q495T6	Q495T6.2	CGI_10009624	0.0
Q495T6	Q495T6.2	CGI_10019674	9e-171
Q496A3	Q496A3.2	CGI_10012543	1e-18
Q497B2	Q497B2.1	CGI_10022504	6e-39
Q497B8	Q497B8.1	CGI_10023914	9e-12
Q497K5	Q497K5.1	CGI_10021331	8e-12
Q497V5	Q497V5.2	CGI_10015757	3e-47
Q497V6	Q497V6.1	CGI_10014304	7e-41
Q498F0	Q498F0.1	CGI_10006276	6e-133
Q498J5	Q498J5.1	CGI_10023920	2e-09
Q498J9	Q498J9.2	CGI_10008012	4e-49
Q498J9	Q498J9.2	CGI_10008013	6e-54
Q498J9	Q498J9.2	CGI_10013910	5e-19
Q498T3	Q498T3.1	CGI_10019481	1e-98
Q498W5	Q498W5.1	CGI_10003870	2e-64
Q499D0	Q499D0.1	CGI_10011126	1e-67
Q499M5	Q499M5.1	CGI_10028707	5e-41
Q499S9	Q499S9.1	CGI_10015593	2e-161
Q499W2	Q499W2.1	CGI_10014061	3e-63
Q49A92	Q49A92.2	CGI_10002220	7e-06
Q49B93	Q49B93.1	CGI_10003941	5e-164
Q49B93	Q49B93.1	CGI_10021520	1e-97
Q49LS6	Q49LS6.1	CGI_10020222	5e-06
Q49LS8	Q49LS8.1	CGI_10008949	3e-46
Q49LS8	Q49LS8.1	CGI_10020224	2e-17
Q49LS8	Q49LS8.1	CGI_10020456	4e-44
Q49LS8	Q49LS8.1	CGI_10026220	2e-15
Q49LS8	Q49LS8.1	CGI_10028022	1e-19
Q49LS8	Q49LS8.1	CGI_10028201	4e-31
Q49MI3	Q49MI3.1	CGI_10011642	6e-35
Q49SH1	Q49SH1.1	CGI_10023505	2e-67
Q49YE0	Q49YE0.1	CGI_10008263	8e-11
Q49YE0	Q49YE0.1	CGI_10026981	5e-09
Q4A0V8	Q4A0V8.1	CGI_10009011	1e-18
Q4A0V8	Q4A0V8.1	CGI_10010759	5e-63
Q4A0V8	Q4A0V8.1	CGI_10019531	9e-14
Q4A3R3	Q4A3R3.1	CGI_10018872	3e-42
Q4AC94	Q4AC94.4	CGI_10017125	0.0
Q4ADK7	Q4ADK7.1	CGI_10013594	3e-27
Q4AE28	Q4AE28.1	CGI_10015952	1e-33
Q4AEH5	Q4AEH5.2	CGI_10007023	2e-36
Q4FNA2	Q4FNA2.1	CGI_10007415	5e-07
Q4FNA2	Q4FNA2.1	CGI_10024096	5e-08
Q4FZQ6	Q4FZQ6.1	CGI_10020355	2e-106
Q4FZQ6	Q4FZQ6.1	CGI_10020356	6e-53
Q4FZT2	Q4FZT2.2	CGI_10017126	2e-45
Q4FZU1	Q4FZU1.1	CGI_10018217	7e-84
Q4FZV0	Q4FZV0.1	CGI_10024344	3e-48
Q4FZV0	Q4FZV0.1	CGI_10025488	2e-152
Q4FZX0	Q4FZX0.1	CGI_10020441	7e-156
Q4FZY0	Q4FZY0.1	CGI_10010299	9e-60
Q4G0N4	Q4G0N4.2	CGI_10011101	4e-118
Q4G0N8	Q4G0N8.2	CGI_10014630	6e-107
Q4G0P3	Q4G0P3.3	CGI_10023182	0.0
Q4G0U5	Q4G0U5.2	CGI_10022193	7e-12
Q4G0U5	Q4G0U5.2	CGI_10025637	1e-177
Q4G0X4	Q4G0X4.1	CGI_10002315	8e-20
Q4G163	Q4G163.3	CGI_10003723	5e-12
Q4GZT3	Q4GZT3.1	CGI_10000649	5e-42
Q4GZT3	Q4GZT3.1	CGI_10003936	0.0
Q4GZT3	Q4GZT3.1	CGI_10012276	1e-43
Q4GZT3	Q4GZT3.1	CGI_10019397	3e-63
Q4H3K6	Q4H3K6.1	CGI_10011091	2e-45
Q4H3P5	Q4H3P5.1	CGI_10017254	8e-77
Q4I963	Q4I963.1	CGI_10027462	7e-28
Q4J9D2	Q4J9D2.1	CGI_10013952	1e-17
Q4JIJ3	Q4JIJ3.1	CGI_10010551	0.0
Q4JIM4	Q4JIM4.1	CGI_10019579	2e-156
Q4KKZ1	Q4KKZ1.1	CGI_10007397	8e-31
Q4KL91	Q4KL91.1	CGI_10009707	6e-70
Q4KL91	Q4KL91.1	CGI_10010161	2e-18
Q4KL91	Q4KL91.1	CGI_10017024	3e-61
Q4KLA0	Q4KLA0.1	CGI_10011938	2e-62
Q4KLI9	Q4KLI9.1	CGI_10007686	4e-13
Q4KLI9	Q4KLI9.1	CGI_10013702	2e-07
Q4KLI9	Q4KLI9.1	CGI_10019399	6e-23
Q4KLI9	Q4KLI9.1	CGI_10019400	2e-13
Q4KLI9	Q4KLI9.1	CGI_10024437	2e-73
Q4KLI9	Q4KLI9.1	CGI_10026507	2e-12
Q4KLN4	Q4KLN4.1	CGI_10012531	3e-65
Q4KLT0	Q4KLT0.1	CGI_10015194	4e-70
Q4KLT3	Q4KLT3.1	CGI_10013588	6e-114
Q4KMC9	Q4KMC9.2	CGI_10027912	5e-17
Q4KMD3	Q4KMD3.1	CGI_10013599	4e-56
Q4KMD7	Q4KMD7.1	CGI_10015316	2e-66
Q4KMJ1	Q4KMJ1.1	CGI_10014881	3e-73
Q4KMP7	Q4KMP7.3	CGI_10018769	2e-141
Q4KMQ2	Q4KMQ2.2	CGI_10007182	6e-71
Q4KSH7	Q4KSH7.1	CGI_10003605	2e-141
Q4KTY1	Q4KTY1.1	CGI_10004264	0.0
Q4L1J4	Q4L1J4.1	CGI_10004136	1e-18
Q4L7U4	Q4L7U4.1	CGI_10006294	5e-10
Q4L9P0	Q4L9P0.1	CGI_10011316	3e-11
Q4L9P0	Q4L9P0.1	CGI_10016973	4e-57
Q4L9P0	Q4L9P0.1	CGI_10023952	3e-10
Q4L9P0	Q4L9P0.1	CGI_10027373	6e-27
Q4L9P0	Q4L9P0.1	CGI_10028162	1e-06
Q4LDE5	Q4LDE5.3	CGI_10000430	2e-20
Q4LDE5	Q4LDE5.3	CGI_10002325	2e-10
Q4LDE5	Q4LDE5.3	CGI_10003960	1e-36
Q4LDE5	Q4LDE5.3	CGI_10004627	3e-13
Q4LDE5	Q4LDE5.3	CGI_10004976	7e-08
Q4LDE5	Q4LDE5.3	CGI_10007177	3e-09
Q4LDE5	Q4LDE5.3	CGI_10011585	5e-28
Q4LDE5	Q4LDE5.3	CGI_10015890	2e-27
Q4LDE5	Q4LDE5.3	CGI_10016016	2e-147
Q4LDE5	Q4LDE5.3	CGI_10016548	5e-07
Q4LDE5	Q4LDE5.3	CGI_10019377	2e-06
Q4LDE5	Q4LDE5.3	CGI_10019506	2e-27
Q4LDE5	Q4LDE5.3	CGI_10025438	3e-15
Q4LDE5	Q4LDE5.3	CGI_10028868	4e-12
Q4N4N8	Q4N4N8.1	CGI_10020755	2e-19
Q4P9K9	Q4P9K9.1	CGI_10005856	7e-23
Q4P9K9	Q4P9K9.1	CGI_10005860	2e-18
Q4P9K9	Q4P9K9.1	CGI_10025283	5e-18
Q4PJX1	Q4PJX1.2	CGI_10017573	8e-72
Q4PLW0	Q4PLW0.1	CGI_10003372	1e-40
Q4PM47	Q4PM47.1	CGI_10001106	9e-30
Q4PM47	Q4PM47.1	CGI_10017187	6e-31
Q4PM54	Q4PM54.1	CGI_10009797	1e-23
Q4PMB3	Q4PMB3.1	CGI_10016741	1e-141
Q4PRD0	Q4PRD0.1	CGI_10003747	1e-09
Q4QQW3	Q4QQW3.1	CGI_10020973	0.0
Q4QRH7	Q4QRH7.1	CGI_10013089	3e-95
Q4QRK0	Q4QRK0.2	CGI_10021599	0.0
Q4R372	Q4R372.1	CGI_10024835	2e-50
Q4R3E0	Q4R3E0.2	CGI_10004599	6e-115
Q4R3Y4	Q4R3Y4.1	CGI_10006416	0.0
Q4R4C7	Q4R4C7.1	CGI_10012290	1e-59
Q4R4D5	Q4R4D5.1	CGI_10016845	6e-46
Q4R4Y9	Q4R4Y9.1	CGI_10000304	2e-24
Q4R516	Q4R516.1	CGI_10008896	2e-31
Q4R535	Q4R535.1	CGI_10024006	3e-84
Q4R562	Q4R562.1	CGI_10017761	8e-162
Q4R579	Q4R579.1	CGI_10017209	1e-74
Q4R5E4	Q4R5E4.3	CGI_10011818	0.0
Q4R5K7	Q4R5K7.1	CGI_10003654	3e-06
Q4R5P6	Q4R5P6.1	CGI_10027205	5e-151
Q4R5T4	Q4R5T4.1	CGI_10020970	2e-89
Q4R642	Q4R642.1	CGI_10025394	5e-150
Q4R649	Q4R649.2	CGI_10027053	4e-60
Q4R684	Q4R684.2	CGI_10013561	2e-27
Q4R6C2	Q4R6C2.1	CGI_10025023	2e-37
Q4R6C2	Q4R6C2.1	CGI_10027995	9e-21
Q4R6C4	Q4R6C4.1	CGI_10028174	5e-71
Q4R6C7	Q4R6C7.1	CGI_10008958	8e-64
Q4R6F0	Q4R6F0.1	CGI_10020952	3e-61
Q4R6F2	Q4R6F2.2	CGI_10024178	2e-43
Q4R6H1	Q4R6H1.1	CGI_10009928	1e-23
Q4R6I5	Q4R6I5.1	CGI_10019583	1e-78
Q4R6K2	Q4R6K2.1	CGI_10019513	8e-83
Q4R6T7	Q4R6T7.2	CGI_10012095	0.0
Q4R6X9	Q4R6X9.1	CGI_10006214	0.0
Q4R739	Q4R739.1	CGI_10002572	3e-42
Q4R744	Q4R744.1	CGI_10015716	1e-24
Q4R786	Q4R786.1	CGI_10018415	6e-35
Q4R794	Q4R794.1	CGI_10028548	2e-97
Q4R7D9	Q4R7D9.1	CGI_10025667	1e-128
Q4R7E2	Q4R7E2.1	CGI_10016646	3e-19
Q4R7H0	Q4R7H0.1	CGI_10027846	1e-108
Q4R7I0	Q4R7I0.1	CGI_10019828	2e-24
Q4R7K1	Q4R7K1.1	CGI_10026284	8e-119
Q4R7L5	Q4R7L5.1	CGI_10026654	1e-122
Q4R7M4	Q4R7M4.1	CGI_10004528	6e-13
Q4R7M4	Q4R7M4.1	CGI_10026427	1e-30
Q4R7V3	Q4R7V3.1	CGI_10010568	9e-34
Q4R7X9	Q4R7X9.1	CGI_10000485	2e-38
Q4R866	Q4R866.1	CGI_10023421	1e-51
Q4R8M9	Q4R8M9.1	CGI_10025272	1e-15
Q4R8M9	Q4R8M9.1	CGI_10025273	8e-17
Q4R8N7	Q4R8N7.1	CGI_10011125	0.0
Q4R8R3	Q4R8R3.1	CGI_10006031	3e-61
Q4R8T0	Q4R8T0.1	CGI_10025686	7e-38
