Q62839	CGI_10022094	GO:0000137; GO:0000139; GO:0000922; GO:0005737; GO:0005794; GO:0005801; GO:0005874; GO:0006486; GO:0006888; GO:0007020; GO:0007098; GO:0008017; GO:0008356; GO:0019901; GO:0032403; GO:0032580; GO:0043025; GO:0043234; GO:0051225; GO:0051289; GO:0061676; GO:0072686; GO:0090161; GO:0090166; GO:0090306; GO:0090307
Q62901	CGI_10009622	GO:0000118; GO:0001105; GO:0001106; GO:0003682; GO:0003700; GO:0006338; GO:0008270; GO:0016605; GO:0021691; GO:0021930; GO:0021942; GO:0043565; GO:0048755; GO:0048813
Q62902	CGI_10020769	GO:0000139; GO:0005509; GO:0005537; GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0006888; GO:0015031; GO:0016021; GO:0033116; GO:0042802; GO:0043231
Q62902	CGI_10028053	GO:0000139; GO:0005509; GO:0005537; GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0006888; GO:0015031; GO:0016021; GO:0033116; GO:0042802; GO:0043231
Q62904	CGI_10022079	GO:0000253; GO:0004303; GO:0005148; GO:0005886; GO:0006703; GO:0014070; GO:0016020; GO:0016021; GO:0021766; GO:0032355; GO:0042493; GO:0060135; GO:1990637
Q62915	CGI_10021945	GO:0004674; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006357; GO:0008022; GO:0014069; GO:0016020; GO:0016323; GO:0021987; GO:0030165; GO:0030425; GO:0032024; GO:0032403; GO:0042043; GO:0042734; GO:0043025; GO:0043234; GO:0045121; GO:0060170; GO:0061003; GO:0072661; GO:0097060; GO:0097440; GO:0098846
Q62947	CGI_10004605	GO:0000122; GO:0003682; GO:0003690; GO:0003700; GO:0005634; GO:0006351; GO:0008270; GO:0014823; GO:0030900; GO:0031667; GO:0043565; GO:0045666; GO:0045892; GO:0045944; GO:0070888; GO:0071560
Q63041	CGI_10013417	GO:0004867; GO:0005615; GO:0007566; GO:0032403; GO:0048403; GO:0048406
Q63054	CGI_10017022	GO:0000139; GO:0005795; GO:0005829; GO:0006836; GO:0019904; GO:0030054; GO:0030425; GO:0030667; GO:0030672; GO:0043496; GO:0048471; GO:0050796
Q63055	CGI_10019416	GO:0005525; GO:0005802; GO:0005829; GO:0007264; GO:0007369; GO:0016020; GO:0034067; GO:0042147; GO:0043001
Q63060	CGI_10026664	GO:0004370; GO:0005524; GO:0005634; GO:0005739; GO:0005741; GO:0006071; GO:0006641; GO:0009409; GO:0010033; GO:0019563; GO:0042393; GO:0042493; GO:0045471; GO:0046167
Q63118	CGI_10011932	GO:0001525; GO:0001605; GO:0001635; GO:0004948; GO:0005764; GO:0005768; GO:0005783; GO:0005886; GO:0006171; GO:0006816; GO:0007166; GO:0007189; GO:0007507; GO:0008565; GO:0016021; GO:0030819; GO:0031623; GO:0045986; GO:0048661; GO:0050728; GO:0071329
Q63118	CGI_10019692	GO:0001525; GO:0001605; GO:0001635; GO:0004948; GO:0005764; GO:0005768; GO:0005783; GO:0005886; GO:0006171; GO:0006816; GO:0007166; GO:0007189; GO:0007507; GO:0008565; GO:0016021; GO:0030819; GO:0031623; GO:0045986; GO:0048661; GO:0050728; GO:0071329
Q63118	CGI_10023718	GO:0001525; GO:0001605; GO:0001635; GO:0004948; GO:0005764; GO:0005768; GO:0005783; GO:0005886; GO:0006171; GO:0006816; GO:0007166; GO:0007189; GO:0007507; GO:0008565; GO:0016021; GO:0030819; GO:0031623; GO:0045986; GO:0048661; GO:0050728; GO:0071329
Q63164	CGI_10005338	GO:0003341; GO:0003351; GO:0005524; GO:0005737; GO:0005874; GO:0008569; GO:0030317; GO:0036126; GO:0036156; GO:0036159; GO:0045503; GO:0045505; GO:0051959; GO:0060294
Q63164	CGI_10026448	GO:0003341; GO:0003351; GO:0005524; GO:0005737; GO:0005874; GO:0008569; GO:0030317; GO:0036126; GO:0036156; GO:0036159; GO:0045503; GO:0045505; GO:0051959; GO:0060294
Q63186	CGI_10010020	GO:0001541; GO:0003743; GO:0005085; GO:0005737; GO:0005851; GO:0006413; GO:0009408; GO:0009749; GO:0014003; GO:0021766; GO:0031369; GO:0042552; GO:0043434; GO:0051716; GO:1905098
Q63191	CGI_10001173	GO:0005768; GO:0015031; GO:0016021
Q63245	CGI_10003726	GO:0000122; GO:0000981; GO:0001701; GO:0003677; GO:0003690; GO:0003700; GO:0005634; GO:0006351; GO:0006355; GO:0009653; GO:0030154; GO:0043565; GO:0045944
Q63273	CGI_10015551	GO:0005234; GO:0005783; GO:0006621; GO:0007268; GO:0008066; GO:0008328; GO:0014069; GO:0015277; GO:0017124; GO:0030054; GO:0030165; GO:0030424; GO:0030425; GO:0031630; GO:0032983; GO:0035249; GO:0042734; GO:0042802; GO:0043005; GO:0043025; GO:0043113; GO:0043195; GO:0043204; GO:0043525; GO:0045211; GO:0051649; GO:0071333
Q63312	CGI_10018855	
Q63406	CGI_10005669	GO:0005089; GO:0005737; GO:0005886; GO:0008289; GO:0019898; GO:0035025; GO:0035556
Q63406	CGI_10005670	GO:0005089; GO:0005737; GO:0005886; GO:0008289; GO:0019898; GO:0035025; GO:0035556
Q63418	CGI_10002585	GO:0005509; GO:0005887; GO:0007155; GO:0007156; GO:0007268; GO:0007416
Q63421	CGI_10021902	GO:0004115; GO:0004117; GO:0005516; GO:0006198; GO:0007165; GO:0007608; GO:0030552; GO:0043025; GO:0046069; GO:0046676; GO:0046872; GO:0048101; GO:0051592
Q63424	CGI_10009837	GO:0015031; GO:0015293; GO:0016021; GO:0042891; GO:0042895; GO:0042936; GO:0042938
Q63425	CGI_10007820	GO:0005634; GO:0005737; GO:0005886; GO:0008366; GO:0021675; GO:0030054; GO:0043209
Q63504	CGI_10023181	GO:0001046; GO:0003700; GO:0003707; GO:0005634; GO:0005654; GO:0006351; GO:0008270; GO:0019216; GO:0042752; GO:0045892; GO:0045893; GO:0048511; GO:0050727; GO:0055088; GO:2000505; GO:2001014
Q63505	CGI_10027531	GO:0000127; GO:0001002; GO:0001003; GO:0001007; GO:0006384; GO:0009304; GO:0042791
Q63528	CGI_10000157	GO:0000723; GO:0000724; GO:0000784; GO:0000785; GO:0003684; GO:0003697; GO:0005634; GO:0005662; GO:0006260; GO:0006284; GO:0006289; GO:0006298; GO:0010569; GO:0016605; GO:0019903; GO:0031571; GO:0031625; GO:0034502; GO:0035861; GO:0047485; GO:0098505; GO:2000001
Q63528	CGI_10025822	GO:0000723; GO:0000724; GO:0000784; GO:0000785; GO:0003684; GO:0003697; GO:0005634; GO:0005662; GO:0006260; GO:0006284; GO:0006289; GO:0006298; GO:0010569; GO:0016605; GO:0019903; GO:0031571; GO:0031625; GO:0034502; GO:0035861; GO:0047485; GO:0098505; GO:2000001
Q63540	CGI_10011867	GO:0003677; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006351; GO:0008022; GO:0008266; GO:0016363; GO:0034046; GO:0042272; GO:0042405; GO:0042802; GO:0043621; GO:0045892; GO:0051168
Q63569	CGI_10026274	GO:0000932; GO:0005524; GO:0005737; GO:0008540; GO:0017025; GO:0022624; GO:0030433; GO:0031595; GO:0031597; GO:0036402; GO:0045899; GO:0048471
Q63598	CGI_10020447	GO:0005509; GO:0005737; GO:0005884; GO:0032420; GO:0032432; GO:0042491; GO:0051015; GO:0051017; GO:0051639; GO:0051764
Q63615	CGI_10010917	GO:0005764; GO:0005765; GO:0005769; GO:0005776; GO:0006904; GO:0015031; GO:0030136; GO:0031410; GO:0031902; GO:0032403; GO:0035751
Q63625	CGI_10023405	GO:0006366; GO:0006397; GO:0016020; GO:0019904; GO:0046872; GO:0070063
Q63632	CGI_10011748	GO:0005765; GO:0007268; GO:0015379; GO:0016021; GO:0019901; GO:0022820
Q63787	CGI_10026383	GO:0001678; GO:0001878; GO:0001934; GO:0005102; GO:0005158; GO:0005159; GO:0005161; GO:0005516; GO:0005634; GO:0005829; GO:0005886; GO:0005942; GO:0005943; GO:0006006; GO:0007568; GO:0007584; GO:0008022; GO:0008286; GO:0009750; GO:0010040; GO:0010459; GO:0010628; GO:0010656; GO:0015031; GO:0016020; GO:0016303; GO:0019901; GO:0019904; GO:0022408; GO:0030331; GO:0030335; GO:0030971; GO:0031625; GO:0032355; GO:0032570; GO:0032868; GO:0032869; GO:0033120; GO:0033574; GO:0034976; GO:0035014; GO:0042493; GO:0042993; GO:0043005; GO:0043066; GO:0043125; GO:0043200; GO:0043234; GO:0043551; GO:0043560; GO:0045471; GO:0045663; GO:0045776; GO:0045861; GO:0045944; GO:0046854; GO:0046935; GO:0048009; GO:0048662; GO:0050821; GO:0051117; GO:0051219; GO:0051384; GO:0051591; GO:0070542; GO:0070848; GO:0071398; GO:0071548; GO:1900103; GO:2001275
Q63921	CGI_10008960	GO:0001516; GO:0004601; GO:0004666; GO:0005634; GO:0005635; GO:0005737; GO:0005789; GO:0006954; GO:0006979; GO:0007568; GO:0007612; GO:0007613; GO:0008217; GO:0008289; GO:0010243; GO:0010700; GO:0019233; GO:0019371; GO:0020037; GO:0031090; GO:0032811; GO:0035633; GO:0043231; GO:0045907; GO:0045987; GO:0046872; GO:0051213; GO:0051412; GO:0070542
Q63931	CGI_10003328	GO:0004951; GO:0005886; GO:0016021
Q63931	CGI_10008397	GO:0004951; GO:0005886; GO:0016021
Q63931	CGI_10012279	GO:0004951; GO:0005886; GO:0016021
Q63931	CGI_10021074	GO:0004951; GO:0005886; GO:0016021
Q63HM2	CGI_10025957	GO:0016021
Q63HM9	CGI_10028452	GO:0004871; GO:0005737; GO:0008081; GO:0016042
Q63HN8	CGI_10006478	GO:0000209; GO:0001525; GO:0002040; GO:0004842; GO:0005730; GO:0005737; GO:0005829; GO:0006511; GO:0016020; GO:0016567; GO:0016887; GO:0046872; GO:0051260; GO:0051865; GO:2000051
Q63HN8	CGI_10007361	GO:0000209; GO:0001525; GO:0002040; GO:0004842; GO:0005730; GO:0005737; GO:0005829; GO:0006511; GO:0016020; GO:0016567; GO:0016887; GO:0046872; GO:0051260; GO:0051865; GO:2000051
Q63HN8	CGI_10007364	GO:0000209; GO:0001525; GO:0002040; GO:0004842; GO:0005730; GO:0005737; GO:0005829; GO:0006511; GO:0016020; GO:0016567; GO:0016887; GO:0046872; GO:0051260; GO:0051865; GO:2000051
Q63HQ0	CGI_10012618	GO:0001920; GO:0005768; GO:0005769; GO:0005770; GO:0005794; GO:0005829; GO:0015031; GO:0019894; GO:0030133; GO:0034315; GO:0034613; GO:0035650; GO:0048203; GO:1900025; GO:2000146
Q63ZH8	CGI_10025906	
Q63ZK1	CGI_10026290	GO:0005758; GO:0015035; GO:0022417; GO:0045041; GO:0051084
Q63ZL2	CGI_10001111	GO:0005634; GO:0007131
Q63ZM9	CGI_10018304	GO:0003676; GO:0005694; GO:0007049; GO:0007275; GO:0016607; GO:0046872; GO:0051301
Q63ZR5	CGI_10016245	GO:0007165; GO:0048471
Q63ZZ0	CGI_10021098	GO:0016021
Q64012	CGI_10011069	GO:0003712; GO:0003723; GO:0005634; GO:0006351; GO:0006355; GO:0006397; GO:0008380; GO:0071013; GO:1903506; GO:2000188
Q64012	CGI_10011751	GO:0003712; GO:0003723; GO:0005634; GO:0006351; GO:0006355; GO:0006397; GO:0008380; GO:0071013; GO:1903506; GO:2000188
Q64028	CGI_10005564	GO:0001739; GO:0003677; GO:0003682; GO:0005634; GO:0007275; GO:0008270; GO:0016574; GO:0016604; GO:0031519; GO:0035102; GO:0071300
Q64077	CGI_10024395	GO:0004995; GO:0005886; GO:0016021
Q640E9	CGI_10017838	GO:0000184; GO:0005654; GO:0005730; GO:0005737; GO:0035145; GO:0043022; GO:0045727
Q640H3	CGI_10020995	GO:0004843; GO:0032496; GO:0070536; GO:0071108
Q640I9	CGI_10025673	GO:0003677; GO:0005730; GO:0006351; GO:0006355; GO:0008270; GO:0019843; GO:0051864
Q640K1	CGI_10018532	GO:0005829; GO:0030425; GO:0031175; GO:0043025
Q640L5	CGI_10009370	
Q640P2	CGI_10015541	GO:0005102; GO:0005615; GO:0007169; GO:0070062
Q640Q5	CGI_10025702	GO:0000289; GO:0000290; GO:0000932; GO:0003723; GO:0004535; GO:0004672; GO:0005524; GO:0006397; GO:0006605; GO:0010606; GO:0031251; GO:0046872
Q640V9	CGI_10015064	GO:0005634; GO:0016888; GO:0046872
Q640Z9	CGI_10026788	
Q64104	CGI_10028920	GO:0000122; GO:0001077; GO:0001078; GO:0001662; GO:0002118; GO:0003677; GO:0003707; GO:0005634; GO:0007420; GO:0007601; GO:0008270; GO:0008284; GO:0008347; GO:0019899; GO:0021542; GO:0021764; GO:0021772; GO:0021819; GO:0021872; GO:0021895; GO:0021960; GO:0021987; GO:0030198; GO:0035019; GO:0035176; GO:0042826; GO:0043010; GO:0043066; GO:0043565; GO:0045165; GO:0045665; GO:0045766; GO:0045787; GO:0048712; GO:0048814; GO:0051128; GO:0060041; GO:0060164; GO:0060291; GO:0090049; GO:2000178; GO:2000179; GO:2000648
Q64121	CGI_10006524	GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:0007218; GO:0007268; GO:0007631; GO:0016021; GO:0017046
Q64127	CGI_10011464	GO:0002039; GO:0003682; GO:0003713; GO:0004672; GO:0004842; GO:0005634; GO:0005654; GO:0005719; GO:0005726; GO:0005737; GO:0006351; GO:0006468; GO:0008270; GO:0008285; GO:0010628; GO:0016567; GO:0016922; GO:0030163; GO:0031647; GO:0034056; GO:0042981; GO:0043565; GO:0045892; GO:0045893; GO:0046777; GO:0055074; GO:0061630; GO:0070562; GO:0070577; GO:0071391; GO:1901796
Q64127	CGI_10016298	GO:0002039; GO:0003682; GO:0003713; GO:0004672; GO:0004842; GO:0005634; GO:0005654; GO:0005719; GO:0005726; GO:0005737; GO:0006351; GO:0006468; GO:0008270; GO:0008285; GO:0010628; GO:0016567; GO:0016922; GO:0030163; GO:0031647; GO:0034056; GO:0042981; GO:0043565; GO:0045892; GO:0045893; GO:0046777; GO:0055074; GO:0061630; GO:0070562; GO:0070577; GO:0071391; GO:1901796
Q64127	CGI_10016730	GO:0002039; GO:0003682; GO:0003713; GO:0004672; GO:0004842; GO:0005634; GO:0005654; GO:0005719; GO:0005726; GO:0005737; GO:0006351; GO:0006468; GO:0008270; GO:0008285; GO:0010628; GO:0016567; GO:0016922; GO:0030163; GO:0031647; GO:0034056; GO:0042981; GO:0043565; GO:0045892; GO:0045893; GO:0046777; GO:0055074; GO:0061630; GO:0070562; GO:0070577; GO:0071391; GO:1901796
Q64127	CGI_10028240	GO:0002039; GO:0003682; GO:0003713; GO:0004672; GO:0004842; GO:0005634; GO:0005654; GO:0005719; GO:0005726; GO:0005737; GO:0006351; GO:0006468; GO:0008270; GO:0008285; GO:0010628; GO:0016567; GO:0016922; GO:0030163; GO:0031647; GO:0034056; GO:0042981; GO:0043565; GO:0045892; GO:0045893; GO:0046777; GO:0055074; GO:0061630; GO:0070562; GO:0070577; GO:0071391; GO:1901796
Q641C8	CGI_10016709	GO:0000095; GO:0005743; GO:0015805; GO:0016021
Q641C9	CGI_10017084	GO:0005737; GO:0007049; GO:0051301
Q641F3	CGI_10018480	GO:0005578; GO:0005581; GO:0005737
Q641F3	CGI_10022005	GO:0005578; GO:0005581; GO:0005737
Q641G4	CGI_10027413	GO:0005634; GO:0030261
Q641K1	CGI_10010510	GO:0001754; GO:0004181; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0007005; GO:0007628; GO:0008233; GO:0008270; GO:0015631; GO:0021549; GO:0021680; GO:0021702; GO:0021772; GO:0035609; GO:0035610; GO:0042133; GO:0043231; GO:0050905; GO:0060041
Q641K5	CGI_10010655	GO:0001650; GO:0002039; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0006974; GO:0007155; GO:0015630; GO:0030155; GO:0035507; GO:0035556; GO:2000772
Q641M3	CGI_10027376	GO:0003677; GO:0016021; GO:0031965
Q641W4	CGI_10024526	GO:0003689; GO:0005524; GO:0005634; GO:0005663; GO:0006261; GO:0006281; GO:0019899; GO:0031390; GO:0043142; GO:1900264
Q641X3	CGI_10027815	GO:0001501; GO:0004563; GO:0005764; GO:0005975; GO:0006689; GO:0007040; GO:0007605; GO:0007628; GO:0016020; GO:0019915; GO:0019953; GO:0030203; GO:0042552; GO:0048667; GO:0050884; GO:0050885; GO:0060395
Q641X3	CGI_10028163	GO:0001501; GO:0004563; GO:0005764; GO:0005975; GO:0006689; GO:0007040; GO:0007605; GO:0007628; GO:0016020; GO:0019915; GO:0019953; GO:0030203; GO:0042552; GO:0048667; GO:0050884; GO:0050885; GO:0060395
Q641Z2	CGI_10020162	GO:0004725; GO:0005737
Q64230	CGI_10004774	GO:0004222; GO:0006508; GO:0008270; GO:0017090; GO:0070062
Q64261	CGI_10013050	GO:0000082; GO:0000122; GO:0000307; GO:0001726; GO:0001954; GO:0002244; GO:0003323; GO:0004693; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0006468; GO:0007219; GO:0008284; GO:0009615; GO:0010389; GO:0010468; GO:0010628; GO:0016301; GO:0030097; GO:0030332; GO:0033077; GO:0042063; GO:0043697; GO:0045638; GO:0045646; GO:0045656; GO:0045668; GO:0045786; GO:0048146; GO:0050680; GO:0051301; GO:0060218; GO:0097132; GO:0098770; GO:1902036; GO:1904628; GO:2000773
Q642B6	CGI_10018055	GO:0003677; GO:0046872
Q642B6	CGI_10028733	GO:0003677; GO:0046872
Q642C0	CGI_10023029	
Q642G4	CGI_10007214	GO:0001650; GO:0003714; GO:0005102; GO:0005777; GO:0005778; GO:0007031; GO:0008017; GO:0016021; GO:0016560; GO:0016561; GO:0032091; GO:0034453; GO:0036250; GO:0043234; GO:0043433; GO:0044721; GO:0045892; GO:0047485; GO:0048487; GO:0051260; GO:1901094; GO:1990429
Q642H2	CGI_10014228	GO:0003677; GO:0003700; GO:0005634; GO:0006351; GO:0030154; GO:0045600; GO:0045893; GO:0046326; GO:0046889
Q642J4	CGI_10006046	GO:0000122; GO:0001933; GO:0005737; GO:0005844; GO:0031333; GO:0031953; GO:0034198; GO:0042149; GO:0045666; GO:0060548; GO:0060733; GO:0070301; GO:0071264; GO:0071468; GO:0071494; GO:0072755; GO:0097201; GO:1990138; GO:1990253
Q642J4	CGI_10006862	GO:0000122; GO:0001933; GO:0005737; GO:0005844; GO:0031333; GO:0031953; GO:0034198; GO:0042149; GO:0045666; GO:0060548; GO:0060733; GO:0070301; GO:0071264; GO:0071468; GO:0071494; GO:0072755; GO:0097201; GO:1990138; GO:1990253
Q642J5	CGI_10021676	GO:0000381; GO:0003729; GO:0005634; GO:0005737; GO:0006397; GO:0008380; GO:0021854; GO:0043484; GO:0060047
Q642P2	CGI_10011087	GO:0015031
Q642Q3	CGI_10026991	GO:0005634; GO:0006351; GO:0006355
Q642T7	CGI_10015605	GO:0000462; GO:0005730; GO:0007275; GO:0019843; GO:0032040; GO:0034511
Q64319	CGI_10008705	GO:0003824; GO:0005743; GO:0005774; GO:0005886; GO:0005887; GO:0005975; GO:0006865; GO:0031526; GO:0046982; GO:0070062
Q64319	CGI_10018238	GO:0003824; GO:0005743; GO:0005774; GO:0005886; GO:0005887; GO:0005975; GO:0006865; GO:0031526; GO:0046982; GO:0070062
Q64323	CGI_10000889	GO:0000506; GO:0005789; GO:0006506; GO:0016020; GO:0016021; GO:0017176
Q64323	CGI_10011003	GO:0000506; GO:0005789; GO:0006506; GO:0016020; GO:0016021; GO:0017176
Q64332	CGI_10023364	GO:0003824; GO:0005524; GO:0005886; GO:0007269; GO:0014069; GO:0030054; GO:0030672; GO:0031201; GO:0043209; GO:0045202; GO:0046983
Q64336	CGI_10019473	GO:0000979; GO:0001077; GO:0001661; GO:0003677; GO:0003700; GO:0005634; GO:0010092; GO:0010468; GO:0010975; GO:0019901; GO:0021764; GO:0021902; GO:0021987; GO:0030182; GO:0030902; GO:0045944; GO:1902667
Q64336	CGI_10019474	GO:0000979; GO:0001077; GO:0001661; GO:0003677; GO:0003700; GO:0005634; GO:0010092; GO:0010468; GO:0010975; GO:0019901; GO:0021764; GO:0021902; GO:0021987; GO:0030182; GO:0030902; GO:0045944; GO:1902667
Q64373	CGI_10006540	GO:0000910; GO:0001541; GO:0001701; GO:0001836; GO:0005622; GO:0005737; GO:0005739; GO:0005741; GO:0005743; GO:0005759; GO:0005783; GO:0005813; GO:0005829; GO:0007093; GO:0007281; GO:0007283; GO:0008283; GO:0008284; GO:0008584; GO:0008630; GO:0009314; GO:0009566; GO:0009615; GO:0016020; GO:0016021; GO:0019050; GO:0019901; GO:0030054; GO:0030672; GO:0031965; GO:0031966; GO:0034097; GO:0040007; GO:0042802; GO:0042803; GO:0043065; GO:0043066; GO:0043524; GO:0046898; GO:0046902; GO:0046982; GO:0051402; GO:0051434; GO:0051881; GO:0060154; GO:0070584; GO:0071230; GO:0071312; GO:0071480; GO:0071839; GO:0090005; GO:0090201; GO:0097136; GO:0097192; GO:0097284; GO:1900118; GO:1902042; GO:1902230; GO:2000811; GO:2001243
Q64373	CGI_10006542	GO:0000910; GO:0001541; GO:0001701; GO:0001836; GO:0005622; GO:0005737; GO:0005739; GO:0005741; GO:0005743; GO:0005759; GO:0005783; GO:0005813; GO:0005829; GO:0007093; GO:0007281; GO:0007283; GO:0008283; GO:0008284; GO:0008584; GO:0008630; GO:0009314; GO:0009566; GO:0009615; GO:0016020; GO:0016021; GO:0019050; GO:0019901; GO:0030054; GO:0030672; GO:0031965; GO:0031966; GO:0034097; GO:0040007; GO:0042802; GO:0042803; GO:0043065; GO:0043066; GO:0043524; GO:0046898; GO:0046902; GO:0046982; GO:0051402; GO:0051434; GO:0051881; GO:0060154; GO:0070584; GO:0071230; GO:0071312; GO:0071480; GO:0071839; GO:0090005; GO:0090201; GO:0097136; GO:0097192; GO:0097284; GO:1900118; GO:1902042; GO:1902230; GO:2000811; GO:2001243
Q64400	CGI_10027809	GO:0000786; GO:0003677; GO:0005634; GO:0046982
Q64424	CGI_10014663	GO:0004620; GO:0004806; GO:0005509; GO:0005615; GO:0009395; GO:0019376; GO:0047372; GO:0047714; GO:0102549
Q64425	CGI_10003345	GO:0004806; GO:0005576; GO:0016042; GO:0046872
Q64433	CGI_10011080	GO:0001649; GO:0003723; GO:0005524; GO:0005739; GO:0005759; GO:0006986; GO:0016020; GO:0046872; GO:0051082; GO:0051085; GO:0051087; GO:0070062
Q64449	CGI_10014510	GO:0001649; GO:0004888; GO:0005518; GO:0005886; GO:0005887; GO:0005925; GO:0006897; GO:0009986; GO:0016020; GO:0030246; GO:0030574
Q64459	CGI_10012973	GO:0004497; GO:0005506; GO:0005789; GO:0016491; GO:0020037; GO:0031090; GO:0070330; GO:0101020
Q64459	CGI_10016303	GO:0004497; GO:0005506; GO:0005789; GO:0016491; GO:0020037; GO:0031090; GO:0070330; GO:0101020
Q64459	CGI_10020965	GO:0004497; GO:0005506; GO:0005789; GO:0016491; GO:0020037; GO:0031090; GO:0070330; GO:0101020
Q64505	CGI_10024740	GO:0005506; GO:0005789; GO:0006699; GO:0006707; GO:0008123; GO:0020037; GO:0031090; GO:0042632; GO:0043231; GO:0070857; GO:0070859; GO:0071333; GO:0071397
Q64512	CGI_10010853	GO:0004725; GO:0005634; GO:0005737; GO:0005856; GO:0005886; GO:0006470; GO:0014066; GO:0030027; GO:0030496; GO:0035335; GO:0036312; GO:0070062
Q64512	CGI_10014312	GO:0004725; GO:0005634; GO:0005737; GO:0005856; GO:0005886; GO:0006470; GO:0014066; GO:0030027; GO:0030496; GO:0035335; GO:0036312; GO:0070062
Q64512	CGI_10014313	GO:0004725; GO:0005634; GO:0005737; GO:0005856; GO:0005886; GO:0006470; GO:0014066; GO:0030027; GO:0030496; GO:0035335; GO:0036312; GO:0070062
Q64573	CGI_10007154	GO:0005788; GO:0052689
Q64573	CGI_10018182	GO:0005788; GO:0052689
Q645M6	CGI_10003768	GO:0001916; GO:0002821; GO:0006915; GO:0031265; GO:0032729; GO:0032757; GO:0032760; GO:0032813; GO:0033077; GO:0035877; GO:0036462; GO:0042104; GO:0042802; GO:0043029; GO:0043123; GO:0045087; GO:0045651; GO:0045944; GO:0048535; GO:0048536; GO:0048538; GO:0051607; GO:0060340; GO:0060546; GO:0070236; GO:0071260; GO:0089720; GO:0097049; GO:0097192; GO:0097202; GO:0097342; GO:0097527; GO:1902043; GO:2000454
Q645M6	CGI_10018213	GO:0001916; GO:0002821; GO:0006915; GO:0031265; GO:0032729; GO:0032757; GO:0032760; GO:0032813; GO:0033077; GO:0035877; GO:0036462; GO:0042104; GO:0042802; GO:0043029; GO:0043123; GO:0045087; GO:0045651; GO:0045944; GO:0048535; GO:0048536; GO:0048538; GO:0051607; GO:0060340; GO:0060546; GO:0070236; GO:0071260; GO:0089720; GO:0097049; GO:0097192; GO:0097202; GO:0097342; GO:0097527; GO:1902043; GO:2000454
Q64663	CGI_10004493	GO:0000287; GO:0001614; GO:0001934; GO:0002028; GO:0004931; GO:0005102; GO:0005507; GO:0005524; GO:0005639; GO:0005737; GO:0005886; GO:0005887; GO:0007166; GO:0008270; GO:0015267; GO:0015695; GO:0019228; GO:0032059; GO:0032060; GO:0033198; GO:0043005; GO:0043195; GO:0043234; GO:0043539; GO:0045121; GO:0045919; GO:0046931; GO:0050718; GO:0051495; GO:0051899; GO:0097110; GO:0097190; GO:0098794
Q64663	CGI_10005657	GO:0000287; GO:0001614; GO:0001934; GO:0002028; GO:0004931; GO:0005102; GO:0005507; GO:0005524; GO:0005639; GO:0005737; GO:0005886; GO:0005887; GO:0007166; GO:0008270; GO:0015267; GO:0015695; GO:0019228; GO:0032059; GO:0032060; GO:0033198; GO:0043005; GO:0043195; GO:0043234; GO:0043539; GO:0045121; GO:0045919; GO:0046931; GO:0050718; GO:0051495; GO:0051899; GO:0097110; GO:0097190; GO:0098794
Q64663	CGI_10018314	GO:0000287; GO:0001614; GO:0001934; GO:0002028; GO:0004931; GO:0005102; GO:0005507; GO:0005524; GO:0005639; GO:0005737; GO:0005886; GO:0005887; GO:0007166; GO:0008270; GO:0015267; GO:0015695; GO:0019228; GO:0032059; GO:0032060; GO:0033198; GO:0043005; GO:0043195; GO:0043234; GO:0043539; GO:0045121; GO:0045919; GO:0046931; GO:0050718; GO:0051495; GO:0051899; GO:0097110; GO:0097190; GO:0098794
Q64680	CGI_10000040	GO:0004497; GO:0004509; GO:0005506; GO:0005789; GO:0006587; GO:0007565; GO:0008391; GO:0010033; GO:0017144; GO:0019369; GO:0020037; GO:0031090; GO:0042416; GO:0042417; GO:0043231; GO:0070330
Q64709	CGI_10005528	GO:0000977; GO:0001077; GO:0005634; GO:0007275; GO:0048511
Q64737	CGI_10013807	GO:0003360; GO:0004637; GO:0004641; GO:0004644; GO:0005524; GO:0005737; GO:0006189; GO:0006544; GO:0009113; GO:0010033; GO:0010035; GO:0021549; GO:0021987; GO:0046654; GO:0046872; GO:0070062
Q64FW2	CGI_10025062	GO:0001523; GO:0005640; GO:0005789; GO:0016020; GO:0016491; GO:0031965; GO:0042572; GO:0051786; GO:0055114
Q64HZ9	CGI_10023627	GO:0004352; GO:0004353; GO:0005759; GO:0006520
Q64LC9	CGI_10024605	GO:0003723; GO:0005654; GO:0005730; GO:0005829; GO:0006397; GO:0006417; GO:0007623; GO:0008270; GO:0008380; GO:0010628; GO:0032922; GO:0043153
Q658L1	CGI_10011730	GO:0008017
Q659C4	CGI_10010880	GO:0003723; GO:0005634
Q659X0	CGI_10018309	GO:0006487; GO:0008424; GO:0016021; GO:0017124; GO:0018279; GO:0032580; GO:0033578; GO:0036071; GO:0046368; GO:0046921
Q65JE7	CGI_10008276	GO:0005737; GO:0008270; GO:0008743; GO:0019518
